Video URL;Title;Brief Description;Date uploaded;Member Only;Collection;Resource Type;Bone;Cardiovascular;Careers;Coding & HRGs;Diagnostics;Educational;Endocrinology;Equipment;Gastro;Haematology;Infection;Lung;Management;Management and Workforce;Molecular Radiotherapy;Neurology;Oncology;Paediatrics;PET and PET-CT;Physics – dosimetry;Physics – imaging science;Physics – radiation protection;Radiopharmaceutical Development;Radiopharmacy;Renal;Therapeutic;Thyroid;Training;Working in NM
https://www.youtube.com/watch?v=03mTYMWN4nU&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=2;Thyroid cancer treatment for children at the molecular radiotherapy service;"What happens during radiotherapy to treat cancer? Children who need to undergo molecular radiotherapy treatment for thyroid cancer will feel anxious and they and their families will want to see what is going to happen in hospital.  @WWCIHCharity  has made a video to show children and parents what happens at the Molecular Radiotherapy Service, the SMaRT centre, in Glasgow. 

After pre-meds to help the body prepare for the treatment, children are given a small pill containing the radioactive treatment. Children have to stay in isolation in their hospital room for several day after this treatment. Parents can stay in a room next to the child and see their child through the window and talk to them using the intercom. Parents can bring their child food and will learn how to check for radiation levels. A scan is used to check the treatment and decide if the child can be discharged home. 

The video was made by Powellite Impact for the charity What? Why? Children in Hospital and the music used in this video is Calm Ambient Background 4 - Science Technology Research Documentary Music by Creashot licensed from Pond5.";18-May-25;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;X;;
https://www.youtube.com/watch?v=mdEJWne9z-Q&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=3;Radiolabelling: What is it? Why does it matter?;"Radiolabelling: What is it? Why does it matter?

This video got the 2nd prize for the Society of Radiopharmaceutical sciences public engagement video competition at the international symposium of radiopharmaceutical sciences in France in 2022"; 29 Jun 2022;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=bVHrqJX1KPM&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=4;How to get through a PET scan if you are claustrophobic? - Lego demonstration;Feeling anxious about a PET scan because of claustrophobia? You’re not the only one! Many individuals find enclosed spaces overwhelming, which can make medical imaging tests difficult. In this video, we’ll discuss practical strategies and techniques to help manage claustrophobia during PET scans. The PET department can implement strategies to assist patients who may experience discomfort during the scan. We hope this enhances your experience.; 21 Oct 2024;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://www.youtube.com/watch?v=T-xX4Gv33tE&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=5;BNMS - The benefits of involving patients in determining their treatment;"Adrian Hardy sets out the need for doctors and health care staff to relate positively to patients and carers.  Involving patients can lead to improved diagnoses and quicker recovery.  Patients need your encouragement to get fully involved.

View more videos on the BNMS YouTube Channel    / @britishnuclearmedicinesociety  
Visit the BNMS website here https://www.bnms.org.uk/";Jun-21;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=2iwqpLeAzOI&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=6;NHS Wye Valley Trust Department of Nuclear Medicine;"NHS Wye Valley Trust 
Department of Nuclear Medicine presents.....What not to do in a department";Oct-23;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=ZytcPlpUM0Y&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=7;Your PET/CT scan at University College Hospital;"This films explains, where to go, what will happen and what it will feel like to have a PET/MRI scan at UCLH (English Subtitles)
Filmaker: Pierpaolo Inga, Additional camera: Libby Knowles";Nov-17;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=37f6OJDtrlI&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=8;Your PET/MRI scan at University College Hospital;This films explains, where to go, what will happen and what it will feel like to have a PET/MRI scan at UCLH. (English Subtitles);29-Nov-17;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=del6Z5MTp_A&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=9;Patient Talks - Adrian Hardy & Matt Davis;"Join us to explore the cutting-edge world of molecular Radiotherapy.

Hear from Matt Davies, who has undergone this life-changing treatment and learn about his experience whilst he talks about symptoms, diagnosis, quality of life, side effects, health insurance, family impact and radiation concerns.

Matt is now 48, he was 45 when the cancer was diagnosed. He lives close to Dublin with his family and his Lutetium-177 PSMA treatment is given in London. 

His stage 4 Prostate cancer was diagnosed incidentally when he attended his GP to complain of chest pains ‘like cracked ribs’ and mentioned, that he was having difficulty in passing water.  His GP examined him and after blood tests he discovered that his PSA was 345 and the cancer had spread to his lymph nodes, spine, groin and bones. In his journey, Matt, had several tests, scans and therapies and his latest one was the MRT treatment."; 29 Jul 2024;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=l26W0eEQJi4&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=10;Patient Talks with Adrian Hardy, Bishop Alan Abernethy & Joe O’Sullivan;Join us to hear/see the conversation between a patient and his Consultant. Alan Abernethy speaks about his journey with Prostate cancer alongside with his Consultant Professor Joe O’Sullivan and Oncologist at the Belfast Trust. This experience shows his pathway through several treatments but specifically his Radium-224 treatment.; 8 Oct 2024;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=Ok9TqefIsoQ&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=11;Patient Talks: Alan Lewis – Accounts and Experience of a Cancer Survivor By: Adrian Hardy;"Alan shares his experience as he faced the perils of Prostate cancer and how he battled it out and won the fight.
This is his story.";Mar-25;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=uTfEmcU_m6c&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=12;Patient Talks: Adrian Hardy and Matt Davis;" Want to find out more about Molecular Radiotherapy(MRT) from a patient perspective?
Stay tuned for our the BNMS next YouTube video. 

We will have a very interesting interview/talk with a patient who shared his experience living with Prostate cancer and his MRT treatment. "; 22 Jul 2024;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=KLSfLkra7sA&list=PLjFEVVfFws0RgaJlgHyofqt1nEfg6bdYN&index=13;Patient Interview: Liz Frew’s Inspiring Cancer Journey with Adrian Hardy;"Join Adrian Hardy, BNMS Patient Representative, as he interviews Liz Frew, a courageous patient who shares her personal journey through cancer treatment. Liz first inspired audiences at the Spring Meeting 2025 in Glasgow, and now you can hear her full story here.
This heartfelt conversation highlights resilience, hope, and the patient experience in oncology. Stay tuned to our YouTube channel for more inspiring patient stories, expert insights, and educational videos for patients and healthcare professionals alike.";Sep-25;No ;Patient and Carers;Videos;;;;;;;;;;;;;;;;;X;;;;;;;;;;;;
https://www.youtube.com/watch?v=w4R8hy-hDp8&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om;BNMS YT Voxpops 2022 part 2;"More interviews with delegates at the BNMS Annual Spring Meeting 2022 - telling us what they enjoyed most about the conference.
Register for the BNMS Spring 2023 meeting on the website";16-May-23;No ;Working in NM;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=EXvVnyEMB_0&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=2;NMS Spring Meeting 2022 - SEC Chairs chat;"This is a chat with Prof Vineet Prakash and Dr Brent Drake at the BNMS Spring Meeting 2022 talking about the Highlights of the event
Find out more about the BNMS Spring Meeting 2023 
https://www.bnms.org.uk/mpage/Spring2…";May-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=NZuyF5Jw_Hk&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=3;BNMS Voxpops 2022;"Interviews with delegates at the BNMS Annual Spring Meeting 2022 - telling us what they enjoyed most about the conference.
Register for the BNMS Spring 2023 meeting on the website";May-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=yLIDWGi-g80&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=4;Are you going to BNMS spring meeting 2023 in Harrogate?;Here is a great chat from 2022 between world leaders, Prof Sally Barrington and Dr Wendy Osborne, on the wonder of the T cell, development of bispecifics, and central role of PET imaging and Nuclear Medicine in high quality patient care.; 22 Feb 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=3KjLFgK3UwU&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=5;Have you registered for the BNMS Spring Meeting in Harrogate yet?;"Here is a great chat from 2022 between world leaders, Prof Sally Barrington and Dr Wendy Osborne, on the wonder of the T cell, development of bispecifics, and central role of PET imaging and Nuclear Medicine in high quality patient care. 
Check out all 5 clips. "; 22 Feb 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Be10KfFACrk&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=6;Joining us for the BNMS Spring Meeting 2023 in Harrogate?;"Here is a great chat from 2022 between world leaders, Prof Sally Barrington and Dr Wendy Osborne, on the wonder of the T cell, development of bispecifics, and central role of PET imaging and Nuclear Medicine in high quality patient care. 
Check out all 5 clips. 
   • Interviews from Spring 2022  
Lots of tips for you to access more info. What amazing cutting edge stuff will we see this year? 
Lots more useful things on BNMS YouTube channel."; 22 Feb 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=irPRSTwIJ-c&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=7;BNMS Spring Meeting 2023 in Harrogate - see you there;"Here is a great chat from 2022 between world leaders, Prof Sally Barrington and Dr Wendy Osborne, on the wonder of the T cell, development of bispecifics, and central role of PET imaging and Nuclear Medicine in high quality patient care. 
Check out all 5 clips. 
   • Interviews from Spring 2022  
Lots of tips for you to access more info. 
What amazing cutting edge stuff will we see this year?";Feb-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=pVtKo0QT5zk&list=PLjFEVVfFws0QtM1PmvMnMC4p9lpfzl2om&index=8;Why not join us for the BNMS Spring Meeting 2023 in Harrogate;"Here is a great chat from 2022 between world leaders, Prof Sally Barrington and Dr Wendy Osborne, on the wonder of the T cell, development of bispecifics, and central role of PET imaging and Nuclear Medicine in high quality patient care. 
Check out all 5 clips. 
   • Interviews from Spring 2022  
Lots of tips for you to access more info. What amazing cutting edge stuff will we see this year?";Feb-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=zBxBq4RaFT4&list=PLjFEVVfFws0SqnZFkdCY0MlEDQWOQGKMb;Dept. of Nuclear Cardiology Glasgow Royal Infirmary;"Submission for the BNMS Innovative Prize of the Year Award 2023
Find out who wins by registering for the BNMS Annual Spring Meeting 2023, hosted in Harrogate in May
Find out more about the BNMS here https://www.bnms.org.uk/";Jun-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=NhySS1awJTw&list=PLjFEVVfFws0SqnZFkdCY0MlEDQWOQGKMb&index=2;Cardiff and Vale Nuclear Medicine;"Submission for the BNMS Innovative Prize of the Year Award 2023
Find out who wins by registering for the BNMS Annual Spring Meeting 2023, hosted in Harrogate in May
Find out more about the BNMS here https://www.bnms.org.uk/";Jun-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=G5ayb31KXAk&list=PLjFEVVfFws0SqnZFkdCY0MlEDQWOQGKMb&index=3;Bath Nuclear Medicine;"Submission for the BNMS Innovative Prize of the Year Award 2023
Find out who wins by registering for the BNMS Annual Spring Meeting 2023, hosted in Harrogate in May
Find out more about the BNMS here https://www.bnms.org.uk/";Jun-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=l_hb0ZjM804&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G;Highlights Lecture from Prof Sabina Dizdarevic and Prof Andy Scarsbrook;"View the Highlights Lecture from Prof Sabina Dizdarevic, Royal Sussex County Hospital and Prof Andy Scarsbrook, St James's University Hospital
Presented at the BNMS Annual Spring Meeting 2023
www.bnms.org.uk";  27 Jul 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PSb1w-sxDrw&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=2;Poster Highlights from Dr Stewart Redman;"View the Poster Highlights from Dr Stewart Redman, Royal United Hospital Bath
Presented at the BNMS Annual Spring Meeting 2023
www.bnms.org.uk";Jul-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=eWldZjpAsk4&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=3;MRT Consortium Introduction - Prof Joe O'Sullivan;"Virtual talk given at the BNMS Annual Spring Meeting 2023 in Harrogate
www.bnms.org.uk"; 12 Jun 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=1MTj-9qyjgE&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=4;Role of FDG PET in suspected cardiac infection and inflammation from Prof Fabien Hyafil;Virtual talk given at the BNMS Annual Spring Meeting 2023;Jun-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=ZR0Y1IXkyE8&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=5;BNMS Presidential Handover 2023;"View the Presidential Handover from Prof Richard Graham to Ms Jilly Croasdale at the BNMS Annual Spring Meeting 2023
www.bnms.org.uk";  6 Jul 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=bl6NlLPnMhA&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=6;BNMS Annual Lecture from Prof Marcus Hacker;View the BNMS Annual Lecture on 68 Gallium FAPI from Prof Marcus Hacker, Head of NM, Medical University of Vienna, AKH;6-Jul-23;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=VNd1BiS5eKs&list=PLjFEVVfFws0QkNExFLbpGMEl9Td6Qtz2G&index=7;Theragnostics and beyond - Prof Andrei Iagaru;Prof Andrei Iagaru from Stanford University gives a talk on Theragnostics and beyond at the BNMS Annual Spring Meeting 2023 held in Harrogate ;  7 Jul 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=JhN24fpwqVU&list=PLjFEVVfFws0Tx4R7bVl1e4DkKEbtuMLMK;What are they up to now? Hot stuff: when radioactivity is good for you | The Royal Society;"Ever wonder what our researchers do once the Summer Science Exhibition is finished? We catch up with some of our previous exhibitors to find out what’s new with their research since their time at the Exhibition. In this session, we hear from Hot stuff: when radioactivity is good for you.

Speakers, in order of appearance:
Professor Philip Blower, King’s College London
Dr Samantha Terry, King’s College London
Professor Sally Barrington, King’s College London
Professor Val Lewington, King’s College London
Professor Gill Reid, University of Southampton
Professor Nicholas Long, Imperial College London";Jul-20;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=P72tnfBcCRw&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx;Diagnosis of Cardiac Amyloidosis with focus on new BNMS DPD Guidelines by Dr. Carol Whelan;"Watch this video to find out about the current clinical practice for the use of DPD scintigraphy in diagnosis and management of cardiac amyloidosis by Dr. Carol Whelan.

Cardiac amyloidosis occurs when amyloid deposits take the place of normal heart muscle. It is the most typical type of restrictive cardiomyopathy.";9-Dec-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=1H9zHgjOqeA&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=2;Total body PET: technical innovation, opportunities, and clinical implications;This video is focused on the technical innovation, opportunities, and clinical implications on total body PET imaging. More specifically comparisons in image quality, noise, FOV, SUV’s, COV’s and scan and dose times between a digital PET scanner and a Total Body scanner.;Nov-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://www.youtube.com/watch?v=5tvlAC5Hb-U&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=3;Clinical Highlights – Dr John Buscombe;"If you missed the 2024 BNMS Spring Meeting in Belfast, don’t worry—we’ve got you covered! 

Every Monday, we’ll be uploading a new video from the event right here on the BNMS YouTube channel.

Today, we’re featuring the “Clinical Highlights” presentation by the esteemed Dr. John Buscombe. A big thank you to Dr. Buscombe for sharing his valuable insights with our community.

Make sure you don’t miss our next upload on Monday, August 20th. Hit that subscribe button and stay tuned for more exclusive content from the BNMS Spring Meeting!";Aug-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YPvOH0_iOIU&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=4;Scientific Highlights - Daniel McCool;Annual Spring Meeting Highlights | Dr. Daniel McCool's Lecture | New Videos Every Monday!;  19 Aug 2024;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Pc1KkG2KmYk&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=5;RTN Highlights – Nick Gulliver;"BNMS Spring Meeting 2024: RTN Highlights with Nick Gulliver - New Video Release!

If you missed the BNMS Spring Meeting 2024 in Belfast, don’t worry! We're rolling out a new video every Monday to ensure you don't miss any of the event’s key moments and insights.

In this week’s video, Nick Gulliver delves into the RTN highlights, offering expert commentary and valuable takeaways from the meeting. Be sure to subscribe to our channel and click the notification bell to stay updated. Your support will help us reach our goal of 1,000 subscribers!

Stay tuned for more exciting content and highlights from the BNMS Spring Meeting!"; 27 Aug 2024;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=jE0dW98QGS0&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=6;Posters Highlights - Stewart Redman;Dr. Stewart Redman guides us through the standout poster presentations, sharing expert insights and key takeaways from the session.;2-Sep-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=f5iuRZrJqA0&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=7;Overview of CZT Tech - Dr John Dickson;This week, Dr. John Dickson takes you through a comprehensive overview of CZT technology, presenting crucial insights and highlights from his session.;Sep-24;No ;Events;Videos;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=PlbCYsuVu5Q&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=8;Practical considerations for using GE StarGuide CZT system Mr John Lewis;We’re showcasing the insightful “State of the art: The rise of CZT” presentation by the renowned Mr John Lewis. A huge thank you to John Lewis for his expert contributions to the field.;Sep-24;No ;Events;Videos;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=vQM53AGYT4Q&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=9;Technologist's Experience Using VERITON CT 360° CZT system Mrs Joy Ganotisi Final;Catch up on the event with our weekly highlights right here on the BNMS YouTube channel. This week, we’re featuring the insightful presentation Technologist's Experience - Using VERITON-CT 360° CZT system - Mrs Joy Ganotisi. We extend our heartfelt thanks to Mrs. Ganotisi for her invaluable expertise and contributions to the field.;Sep-24;No ;Events;Videos;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=QHPTBeD4mYk&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=10;The heart and beyond: the potential for total body PET - Professor Newby; Professor Newby is a Cardiologist in Edinburgh and has major interests in experimental medicine and the advanced imaging of cardiovascular disease including coronary heart disease, aortic stenosis and heart failure. He is Chief Investigator of the Welcome Trust-funded multicentre trial:Prediction of Recurrent Events with 18F-Fluoride to Identify Ruptured and High-risk Coronary Artery Plaques in Patients with Myocardial Infarction (PRE18FFIR) trial, and the British Heart Foundation funded Dual Antiplatelet Therapy in Acute Coronary Syndromes in Scotland Trial.;Oct-24;No ;Events;Videos;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=YrNsjkV3GkI&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=11;BNMS Spring Meeting 2024 - Interview Professor Joe O’Sullivan;"BNMS Spring Meeting 2024 – watch this video to find out all about the pre-conference member’s event.
We also had some time to talk to Professor Joe O’Sullivan.";20-May-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X
https://www.youtube.com/watch?v=QVobfGtVOF8&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=12;Total Body PETCT with Dr. Simon Hughes;"Join Professor Marcus Hacker and Professor Sabina Disdarevic as they delve into the groundbreaking world of Total Body PETCT with Dr. Simon Hughes. Discover the potential and rapid advancements in this technology, along with Professor Hacker's firsthand insights following his captivating presentation at BNMS 2023 in Harrogate. Are you attending the BNMS Spring Meeting this year? If not, take a glimpse into what you're missing!""";23-Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://www.youtube.com/watch?v=GS9lb-SBCjc&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=13;Spring meeting 2024 Belfast Mariana Pinto;"Mariana is standing in front of the Harland & Wolff cranes, where the famous RMS Titanic Ship was built. Impossible to miss it as is dominates the Belfast skyline.1
EARLY BIRD rates extended until 25th April – don’t miss this opportunity to register early and get your place secured!";17-Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=Ep9wOjrVv5o&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=14;BNMS Spring meeting 2024 - Belfast;The BNMS team conducted a visit to Belfast on Monday, April 15th, to ensure everything is set for the upcoming conference. Ian Armstrong and Stewart Redman outlined key sessions including registration, Industry Breakfast Symposia, Prize Awards, and social events. Don't miss out! Be sure to subscribe to our channel for all the latest updates and more content about Nuclear Medicine.;Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=bX-xk7drHEQ&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=15;BNMS Spring Meeting 2024 - In Belfast;"Thought about BNMS Spring 2024 yet?
View this video to see why you should register for next year's Spring meeting!"; 17 May 2023;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=mRVu6ByabhA&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=16;Interactive clinical cases - cardiac amyloidosis- New DPD guidelines;"Cardiac amyloidosis occurs when amyloid deposits take the place of normal heart muscle. It is the most typical type of restrictive cardiomyopathy.

The role of Nuclear Medicine is helping diagnosing this condition and it can be done in many ways but this presentation describes the use of the 99mTc-DPD scintigraphy.";  6 Jan 2025  ;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=bkl4bzDuPWs&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=17;NPIP: A National Total Body PET platform;This video is focused on the Aspirations of National PET Imaging Platform – NPIP. NPIP is the UK’s first-of-its-kind national total-body PET imaging platform for drug discovery research PET technical innovation, opportunities, and clinical implications on total body PET imaging.; 3 Feb 2025;No ;Events;Videos;;;;;;;;;;;;;;;;;;;X;;;;;;;;;;
https://www.youtube.com/watch?v=i2TUNn4Yw-U&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=18;Tuesday Session 15 – Prof. Francesco Giammarile: Dosimetry in Clinical Practice;Questions answered in this video: What is a Radiopharmaceutical treatment? What is the role of Dosimetry ? Dosimetry in Radiotherapay vs. Radionuclide Therapy?; 13 Mar 2025;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;X;;;;;
https://www.youtube.com/watch?v=2X-goRQuLaU&list=PLjFEVVfFws0R1gSCU2Otz8-Mux1_vd8qx&index=19;Poster and Lectures BNMS 2024 Belfast;Poster and Lectures BNMS 2024 Belfast;Apr-25;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Innovative Team of the Year 2024 - University Hospitals Dorset - Nuclear Medicine Department;Innovative Team of the Year 2024 - University Hospitals Dorset - Nuclear Medicine Department;These insightful videos highlight groundbreaking research, innovative technologies, and collaborative efforts within the field. ;Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=aTO0eUk4KSo&list=PLjFEVVfFws0R79SAY5-_VmIvLbiBVUcQi&index=2;"
Innovative Team of the Year 2024 - Swansea Bay University Health Board";These insightful videos highlight groundbreaking research, innovative technologies, and collaborative efforts within the field. Now, it's time for BNMS members to have their say! Voting for the most impactful and innovative team will soon open, allowing members to support and recognize excellence in our community;Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=o7ae-l4knXc&list=PLjFEVVfFws0R79SAY5-_VmIvLbiBVUcQi&index=3;Innovative Team of the Year 2024 - Withybush Nuclear Medicine;These insightful videos highlight groundbreaking research, innovative technologies, and collaborative efforts within the field.;Apr-24;No ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=fd6J5gbpkyQ&list=PLjFEVVfFws0RetqbhkxDY0YnlE2Vj1yDX;FAPI and beyond;"FAPI and beyond by Dr Lena Unterrainer from Munich University, given at the BNMS Annual Spring Meeting 2024.
Find out more about the meeting below";Jun-24;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=GK0UM2k41sc&list=PLjFEVVfFws0RetqbhkxDY0YnlE2Vj1yDX&index=2;Targeted alpha therapy in oncology;"Talk on Targeted alpha therapy in oncology, by Jegadeshwaran C Gandhi from Maidstone and Tunbridge Wells NHS Trust given at the BNMS Annual Spring Meeting 2024
Find out more about the meeting below
https://www.bnms.org.uk/page/PastMeet…";  7 Jun 2024;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
https://www.youtube.com/watch?v=9ivk0ENkIjQ&list=PLjFEVVfFws0RetqbhkxDY0YnlE2Vj1yDX&index=3;Nuclear Imaging in Amyloidosis;Talk on Nuclear Imaging in Amyloidosis from Prof Ashu Wechalekar, University College London - National Amyloidosis Centre given at the BNMS Annual Spring Meeting 2024; 6 Jun 2024;Yes ;Events;Videos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
